,DAILY_SOLAR_EXPOSURE,DATE
4045,6.6,2021-01-28
4046,5.9,2021-01-29
4047,16.3,2021-01-30
4048,5.9,2021-01-31
4049,17.8,2021-02-01
4050,16.6,2021-02-02
4051,25.4,2021-02-03
4052,27.2,2021-02-04
4053,28.3,2021-02-05
4054,6.2,2021-02-06
4055,26.0,2021-02-07
4056,12.5,2021-02-08
4057,12.2,2021-02-09
4058,22.0,2021-02-10
4059,27.9,2021-02-11
4060,18.6,2021-02-12
4061,3.5,2021-02-13
4062,23.9,2021-02-14
4063,17.8,2021-02-15
4064,16.9,2021-02-16
4065,19.0,2021-02-17
4066,13.7,2021-02-18
4067,21.2,2021-02-19
4068,21.2,2021-02-20
4069,23.5,2021-02-21
4070,23.1,2021-02-22
4071,5.1,2021-02-23
4072,10.4,2021-02-24
4073,7.8,2021-02-25
4074,24.7,2021-02-26
4075,5.7,2021-02-27
4076,23.5,2021-02-28
4077,22.7,2021-03-01
4078,20.1,2021-03-02
4079,16.5,2021-03-03
4080,24.1,2021-03-04
4081,19.6,2021-03-05
4082,17.9,2021-03-06
4083,20.2,2021-03-07
4084,14.4,2021-03-08
4085,20.4,2021-03-09
4086,15.8,2021-03-10
4087,10.4,2021-03-11
4088,11.2,2021-03-12
4089,17.3,2021-03-13
4090,3.1,2021-03-14
4091,19.2,2021-03-15
4092,9.1,2021-03-16
4093,11.3,2021-03-17
4094,2.0,2021-03-18
