,rainfall,solar_exposure,min_temperature,max_temperature,peak_power
2016-10-21,0.0,21.2,11.3,27.5,8311.12
2016-10-22,10.4,12.2,12.5,19.2,7913.13
2016-10-23,2.2,22.8,9.3,17.7,8050.82
2016-10-24,0.0,27.0,8.3,18.4,8434.43
2016-10-25,0.0,26.8,8.1,24.2,8309.36
2016-10-26,0.0,20.8,10.5,28.0,8195.0
2016-10-27,0.0,19.7,12.0,20.9,8266.04
2016-10-28,0.0,7.7,14.4,19.2,8237.85
2016-10-29,1.0,16.9,15.7,24.3,7445.96
2016-10-30,0.0,14.5,16.8,28.2,7774.46
2016-10-31,0.0,27.9,13.5,22.5,8158.91
2016-11-01,0.0,27.6,10.3,22.8,8210.12
2016-11-02,0.0,28.3,8.8,24.3,8072.39
2016-11-03,0.0,28.1,10.5,26.0,8447.72
2016-11-04,0.0,28.5,12.6,30.5,8520.06
2016-11-05,0.0,28.6,17.2,24.9,7517.55
2016-11-06,0.0,28.8,11.7,23.2,7571.4
2016-11-07,0.0,28.8,10.5,30.4,9359.15
2016-11-08,0.0,14.1,13.7,24.3,9303.84
2016-11-09,1.8,12.5,17.2,21.2,8762.63
2016-11-10,3.2,25.0,14.7,24.9,8637.39
2016-11-11,0.0,26.8,17.7,23.7,8655.72
2016-11-12,6.2,25.6,18.3,33.9,8944.3
2016-11-13,0.0,29.1,13.6,28.7,7927.89
2016-11-14,0.0,18.5,15.9,22.2,8401.4
2016-11-15,0.8,21.4,13.0,20.9,8153.32
2016-11-16,0.0,29.7,11.1,22.7,8355.96
2016-11-17,0.0,27.5,15.2,24.2,8688.81
2016-11-18,0.0,28.6,12.4,34.6,10275.53
2016-11-19,0.0,23.8,18.9,22.3,7940.5
2016-11-20,0.0,25.9,18.7,25.8,8291.7
2016-11-21,0.0,14.3,17.1,29.6,10539.35
2016-11-22,0.0,20.7,17.8,33.4,10746.89
2016-11-23,0.0,18.7,16.1,30.6,9831.67
2016-11-24,2.0,30.7,12.9,21.0,8263.3
2016-11-25,0.0,30.7,11.4,23.0,8129.07
2016-11-26,0.0,30.0,14.7,25.5,7955.14
2016-11-27,0.0,17.9,19.1,24.1,7867.48
2016-11-28,0.0,24.3,20.2,27.9,9757.81
2016-11-29,0.0,23.2,18.9,23.2,9176.88
2016-11-30,0.0,19.6,15.4,25.5,9255.72
2016-12-01,0.0,27.6,16.2,31.0,9596.48
2016-12-02,0.2,24.3,14.8,35.6,10793.32
2016-12-03,0.0,26.0,19.5,24.9,8665.48
2016-12-04,0.0,28.9,16.3,27.8,9383.75
2016-12-05,1.0,17.3,20.0,33.1,11505.27
2016-12-06,7.4,5.6,20.2,24.2,9490.34
2016-12-07,3.8,24.0,18.1,24.8,9067.22
2016-12-08,0.0,29.5,19.7,29.0,10726.36
2016-12-09,0.0,31.8,17.7,25.9,8421.74
2016-12-10,0.0,27.1,13.6,23.5,7732.99
2016-12-11,0.0,26.6,19.3,26.6,8236.31
2016-12-12,0.0,30.6,18.0,27.9,10502.61
2016-12-13,0.0,27.8,19.4,38.1,12297.62
2016-12-14,0.0,14.0,20.3,36.1,11563.85
2016-12-15,1.8,1.1,16.5,20.3,8770.39
2016-12-16,17.4,4.2,17.0,21.4,8834.93
2016-12-17,14.2,27.5,18.4,33.5,9284.61
2016-12-18,0.0,11.5,17.5,20.8,7483.17
2016-12-19,0.0,20.1,17.2,22.9,8640.73
2016-12-20,0.0,29.4,13.9,29.1,10426.94
2016-12-21,0.0,30.2,18.0,24.0,9314.39
2016-12-22,0.2,11.3,19.9,24.1,8571.5
2016-12-23,0.0,19.9,20.2,24.7,8847.72
2016-12-24,0.0,20.5,17.4,28.1,8613.45
2016-12-25,7.0,29.8,17.5,27.7,7589.44
2016-12-26,0.0,28.5,18.4,29.6,8825.38
2016-12-27,0.8,27.6,20.3,26.5,9221.09
2016-12-28,0.0,26.4,19.0,29.9,10201.06
2016-12-29,0.0,22.2,21.5,38.2,11481.39
2016-12-30,0.0,9.8,22.9,34.6,10925.53
2016-12-31,0.0,22.4,22.6,27.7,9858.39
2017-01-01,0.0,10.1,22.5,27.2,8205.1
2017-01-02,1.0,15.7,19.4,24.4,7800.92
2017-01-03,0.0,22.7,18.7,24.9,8527.72
2017-01-04,0.6,21.4,19.4,24.9,8524.76
2017-01-05,0.4,12.4,19.4,25.0,8755.62
2017-01-06,9.4,15.7,18.5,26.1,8821.02
2017-01-07,21.8,28.9,15.9,26.9,8600.35
2017-01-08,0.0,29.5,16.1,29.5,9613.97
2017-01-09,0.0,29.0,19.0,30.2,11433.75
2017-01-10,1.6,22.8,22.1,34.1,11940.53
2017-01-11,0.0,22.6,22.3,40.7,13040.91
2017-01-12,0.0,22.6,22.0,28.1,10870.06
2017-01-13,0.0,28.4,22.1,31.6,12706.62
2017-01-14,0.0,21.7,23.4,31.3,10670.39
2017-01-15,0.0,23.1,22.1,24.9,8541.76
2017-01-16,0.2,28.5,19.0,28.7,11197.17
2017-01-17,0.0,28.5,18.6,38.2,13677.47
2017-01-18,0.0,28.1,19.7,38.0,12803.63
2017-01-19,0.0,7.2,19.0,22.6,9078.2
2017-01-20,0.0,7.8,20.6,30.5,10016.55
2017-01-21,8.4,27.5,20.6,24.3,8061.85
2017-01-22,0.0,24.8,19.8,27.0,8997.51
2017-01-23,0.0,30.4,20.3,30.9,12181.5
2017-01-24,0.0,10.9,20.8,36.5,12966.89
2017-01-25,4.6,6.4,19.2,23.9,9099.81
2017-01-26,0.0,8.5,18.5,24.2,8104.19
2017-01-27,0.0,14.8,20.0,26.2,9388.35
2017-01-28,0.0,29.9,18.0,31.0,10977.09
2017-01-29,0.0,24.0,22.2,27.7,10387.71
2017-01-30,0.0,25.8,21.7,39.7,13947.7
2017-01-31,0.0,22.7,21.1,39.6,12676.29
2017-02-01,0.0,4.8,20.4,22.9,9676.24
2017-02-02,0.4,17.6,21.9,25.1,9720.31
2017-02-03,0.0,7.5,21.8,26.1,9797.31
2017-02-04,0.2,17.5,21.3,32.1,11168.62
2017-02-05,0.0,19.8,25.5,40.2,12790.82
2017-02-06,0.0,28.4,23.2,30.9,13677.86
2017-02-07,0.0,5.3,20.5,24.4,10068.3
2017-02-08,16.6,15.4,21.3,27.0,10109.01
2017-02-09,4.2,28.1,21.3,31.7,12601.15
2017-02-10,0.0,28.2,21.3,42.9,13985.87
2017-02-11,0.0,25.3,22.7,39.1,13348.37
2017-02-12,0.0,24.0,21.3,29.5,11082.99
2017-02-13,0.0,27.6,15.4,24.6,9447.08
2017-02-14,0.0,15.6,18.1,22.5,9138.57
2017-02-15,0.0,19.5,17.6,26.1,9489.55
2017-02-16,0.0,26.1,16.8,32.0,11828.37
2017-02-17,0.0,13.2,19.5,32.9,11425.83
2017-02-18,8.8,18.2,21.2,26.6,9093.18
2017-02-19,1.6,21.6,18.0,25.4,8157.15
2017-02-20,0.0,26.6,15.1,27.3,8677.72
2017-02-21,0.0,21.2,13.0,26.0,9033.56
2017-02-22,0.0,25.4,16.1,27.7,9870.11
2017-02-23,0.0,26.0,18.9,28.8,11058.23
2017-02-24,0.0,17.5,18.6,26.4,9948.18
2017-02-25,0.0,3.8,18.4,21.9,7831.15
2017-02-26,37.4,17.1,17.8,24.3,8008.33
2017-02-27,6.0,20.7,18.1,25.3,9196.58
2017-02-28,5.4,16.9,18.7,26.5,9329.05
2017-03-01,23.2,12.7,20.0,24.7,9391.45
2017-03-02,5.0,13.4,19.6,26.0,9526.23
2017-03-03,18.0,8.3,20.1,24.7,9176.46
2017-03-04,34.0,7.6,19.9,23.4,8324.4
2017-03-05,7.4,9.5,19.4,23.0,8139.42
2017-03-06,0.0,19.4,18.6,24.6,8721.0
2017-03-07,0.6,13.4,16.5,21.3,8586.52
2017-03-08,0.8,10.0,16.0,21.8,8530.94
2017-03-09,2.0,9.9,16.9,23.2,8678.42
2017-03-10,0.4,19.4,16.2,24.2,8574.63
2017-03-11,0.0,21.6,14.8,24.4,7933.91
2017-03-12,0.0,21.8,13.8,27.8,8391.1
2017-03-13,0.0,20.0,18.5,28.1,9337.89
2017-03-14,1.2,1.6,20.1,25.4,9086.89
2017-03-15,18.8,13.6,19.8,25.6,9158.11
2017-03-16,10.4,5.8,20.7,26.0,9631.61
2017-03-17,10.4,6.9,18.9,21.6,8972.55
2017-03-18,24.2,9.7,19.1,23.9,8088.97
2017-03-19,14.2,13.8,21.2,26.7,8844.7
2017-03-20,0.8,13.2,22.1,28.4,10055.93
2017-03-21,0.2,10.8,21.8,27.9,10219.05
2017-03-22,8.0,12.7,20.4,31.3,10227.35
2017-03-23,13.6,5.5,18.6,22.8,9066.86
2017-03-24,8.4,15.9,18.1,23.3,8742.02
2017-03-25,0.0,10.1,17.8,25.2,8157.95
2017-03-26,0.0,19.5,17.0,28.5,8833.6
2017-03-27,0.0,20.0,16.5,27.7,9975.21
2017-03-28,0.0,7.8,20.4,23.3,9305.27
2017-03-29,0.0,17.9,21.3,31.6,11000.33
2017-03-30,0.0,1.7,15.1,24.7,9542.14
2017-03-31,29.2,19.0,14.4,21.3,8385.99
2017-04-01,0.0,18.1,12.8,24.6,7697.33
2017-04-02,0.8,7.9,15.1,20.8,8211.91
2017-04-03,11.2,9.2,14.0,19.5,9134.08
2017-04-04,13.8,13.8,14.0,21.3,9090.85
2017-04-05,2.6,15.8,12.1,21.8,8899.57
2017-04-06,0.0,16.3,10.9,23.0,8980.09
2017-04-07,0.0,16.5,10.2,23.6,8697.32
2017-04-08,0.0,15.7,12.3,24.9,8244.28
2017-04-09,0.0,17.2,12.3,27.2,8376.27
2017-04-10,10.0,10.7,10.4,17.4,9131.44
2017-04-11,0.0,12.9,12.0,23.0,8980.2
2017-04-12,0.0,8.9,15.0,21.9,8977.34
2017-04-13,0.8,13.2,14.7,21.8,8664.87
2017-04-14,0.0,16.8,11.0,23.6,7784.15
2017-04-15,0.0,16.1,11.1,23.3,7893.23
2017-04-16,0.0,15.0,11.3,25.9,7773.34
2017-04-17,0.0,13.4,12.1,23.7,8257.84
2017-04-18,0.0,14.3,13.4,24.3,8905.52
2017-04-19,0.0,13.9,10.8,22.8,8958.14
2017-04-20,0.2,13.5,13.0,23.8,8917.23
2017-04-21,0.0,13.6,11.7,25.4,8748.56
2017-04-22,0.0,11.1,15.5,24.0,8152.03
2017-04-23,0.0,15.3,13.7,26.1,8118.19
2017-04-24,0.0,15.1,13.2,25.1,8901.22
2017-04-25,0.0,8.8,15.3,27.2,8182.67
2017-04-26,0.6,10.8,13.3,23.8,9235.1
2017-04-27,1.0,13.7,11.4,18.6,9418.12
2017-04-28,0.2,14.7,9.3,19.6,9143.61
2017-04-29,0.0,14.5,8.4,21.3,8445.87
2017-04-30,0.0,12.3,11.0,21.2,8585.62
2017-05-01,0.0,13.4,9.4,24.4,9192.03
2017-05-02,0.0,12.2,10.3,22.3,9229.75
2017-05-03,0.0,8.1,13.2,18.2,9561.99
2017-05-04,0.4,7.8,9.3,19.3,9537.32
2017-05-05,0.0,13.7,9.7,22.5,9159.43
2017-05-06,0.0,13.4,8.8,24.9,8467.0
2017-05-07,0.0,13.5,9.0,20.8,8897.37
2017-05-08,0.0,12.6,8.4,17.9,9950.51
2017-05-09,0.0,11.8,8.0,18.9,9820.35
2017-05-10,0.0,13.1,9.0,20.4,9786.74
2017-05-11,0.0,12.4,8.2,19.9,9610.03
2017-05-12,0.0,5.8,10.7,19.2,9545.14
2017-05-13,0.0,12.5,10.7,21.8,8826.53
2017-05-14,0.0,8.2,10.8,19.0,8835.77
2017-05-15,0.0,10.6,11.7,19.9,9998.32
2017-05-16,0.0,12.6,8.8,20.4,9980.89
2017-05-17,0.0,12.4,5.9,20.8,9881.82
2017-05-18,0.0,10.3,8.6,22.3,9544.87
2017-05-19,0.0,5.0,11.3,20.1,9656.94
2017-05-20,6.6,9.1,15.8,22.5,8658.33
2017-05-21,0.0,12.0,11.0,20.9,8957.0
2017-05-22,0.0,10.7,9.9,21.0,9744.94
2017-05-23,0.0,11.8,12.3,23.6,9680.32
2017-05-24,2.2,11.9,11.0,22.0,9518.76
2017-05-25,0.0,11.8,9.0,21.0,9787.95
2017-05-26,0.0,11.6,6.3,19.3,9577.62
2017-05-27,0.0,11.2,9.8,20.9,9005.37
2017-05-28,0.0,11.4,7.1,22.8,9100.05
2017-05-29,0.0,11.6,7.1,16.7,10689.58
2017-05-30,0.6,11.4,2.5,17.3,11053.09
2017-05-31,0.0,10.6,6.9,15.3,11318.1
2017-06-01,0.0,11.3,7.0,16.6,11126.74
2017-06-02,0.0,9.7,7.3,16.6,10714.7
2017-06-03,0.0,8.4,10.2,17.3,9826.18
2017-06-04,0.0,9.5,8.5,18.0,9949.14
2017-06-05,0.0,11.2,5.6,19.0,10856.51
2017-06-06,0.0,8.3,4.6,16.7,11398.53
2017-06-07,18.8,2.6,9.2,15.6,11652.8
2017-06-08,60.6,6.3,10.6,17.6,10773.55
2017-06-09,4.4,9.0,8.9,18.3,10492.85
2017-06-10,18.6,7.5,13.4,17.1,9736.69
2017-06-11,0.4,8.1,9.9,17.5,9509.66
2017-06-12,0.0,10.4,9.7,19.2,9977.36
2017-06-13,0.2,10.0,7.8,17.7,10790.44
2017-06-14,0.0,8.8,9.8,18.9,10416.53
2017-06-15,0.0,10.6,8.6,19.6,10463.85
2017-06-16,0.0,6.2,10.7,17.3,10414.51
2017-06-17,0.2,7.6,12.4,18.8,9700.33
2017-06-18,0.0,9.8,10.3,17.5,10154.09
2017-06-19,0.0,9.6,9.6,18.2,10806.45
2017-06-20,0.0,9.7,8.0,18.6,10667.4
2017-06-21,0.0,8.3,5.7,18.3,10898.3
2017-06-22,0.0,11.0,7.8,17.9,10745.84
2017-06-23,0.0,8.3,6.5,17.3,10574.75
2017-06-24,0.0,10.7,5.7,18.8,9904.58
2017-06-25,0.0,11.0,3.3,18.3,10269.57
2017-06-26,0.0,11.0,3.2,18.4,11267.5
2017-06-27,0.0,9.6,5.4,15.7,11541.34
2017-06-28,0.0,5.6,9.2,14.4,11468.72
2017-06-29,0.6,9.2,7.5,16.6,11285.48
2017-06-30,0.0,11.1,5.1,15.2,11413.92
2017-07-01,0.0,11.0,4.1,15.1,10864.38
2017-07-02,0.0,11.1,2.7,16.6,10960.71
2017-07-03,0.0,6.7,2.3,14.4,11914.9
2017-07-04,0.4,11.2,6.1,21.6,10511.75
2017-07-05,0.0,11.2,6.9,19.6,10494.89
2017-07-06,0.0,11.3,4.5,17.5,10891.45
2017-07-07,0.0,11.4,2.3,18.1,10777.25
2017-07-08,0.0,10.5,1.4,17.3,10221.12
2017-07-09,0.0,11.5,1.9,17.2,10581.23
2017-07-10,0.0,11.4,1.3,17.0,11600.52
2017-07-11,0.0,11.0,4.3,16.8,11469.51
2017-07-12,0.0,8.2,5.8,14.7,11573.81
2017-07-13,0.0,11.7,6.1,17.1,11151.66
2017-07-14,0.0,10.7,3.5,19.8,10575.36
2017-07-15,0.0,11.3,8.7,18.2,10032.87
2017-07-16,0.0,11.9,4.1,17.0,10663.35
2017-07-17,0.0,10.3,3.6,18.1,11273.22
2017-07-18,0.0,12.0,3.4,22.8,10403.24
2017-07-19,0.0,11.5,6.5,16.8,11100.76
2017-07-20,0.0,12.2,4.5,16.3,11413.35
2017-07-21,0.0,12.2,4.8,16.2,11084.92
2017-07-22,0.0,12.4,3.0,18.2,10359.54
2017-07-23,0.0,12.5,1.7,21.6,9964.44
2017-07-24,0.0,12.5,4.2,19.8,10640.54
2017-07-25,0.0,12.6,2.6,20.0,10574.52
2017-07-26,0.0,12.7,6.4,20.8,10025.52
2017-07-27,0.0,12.8,5.3,18.0,10709.34
2017-07-28,0.0,12.8,5.8,18.6,10181.87
2017-07-29,0.0,13.0,3.2,20.0,9699.62
2017-07-30,0.0,10.3,4.9,25.7,9044.44
2017-07-31,0.0,4.1,10.1,16.4,10899.39
2017-08-01,8.6,13.1,6.4,16.7,10867.45
2017-08-02,0.0,13.0,2.6,16.8,10835.76
2017-08-03,0.0,9.1,8.6,16.4,10776.31
2017-08-04,13.6,13.3,8.5,17.0,10507.17
2017-08-05,0.0,13.8,5.7,19.2,9547.22
2017-08-06,0.0,13.7,10.2,20.6,9406.71
2017-08-07,0.0,13.8,10.6,17.7,10783.26
2017-08-08,0.0,14.1,6.0,18.1,10640.58
2017-08-09,0.0,14.2,5.6,18.9,10307.69
2017-08-10,0.0,13.7,4.9,23.4,9961.14
2017-08-11,0.0,13.3,10.6,25.1,9014.0
2017-08-12,0.0,11.5,6.5,21.1,8840.63
2017-08-13,0.0,14.6,7.3,19.6,9095.94
2017-08-14,0.0,14.6,5.0,22.2,9812.54
2017-08-15,0.0,7.1,5.8,22.3,9798.14
2017-08-16,0.0,14.3,13.4,21.2,9319.9
2017-08-17,0.0,15.2,4.3,21.8,9476.19
2017-08-18,0.0,15.3,11.0,16.7,10161.58
2017-08-19,0.0,14.7,8.5,15.4,9888.88
2017-08-20,0.0,14.9,4.7,15.0,10238.13
2017-08-21,0.0,8.8,6.7,16.3,11159.65
2017-08-22,0.0,15.9,5.0,18.4,10133.92
2017-08-23,0.0,16.0,4.2,21.2,9831.38
2017-08-24,0.0,12.6,4.3,17.1,10550.08
2017-08-25,0.0,14.9,8.1,16.1,10090.26
2017-08-26,0.0,16.5,6.2,19.8,9184.25
2017-08-27,0.0,15.5,4.3,18.6,10241.3
2017-08-28,3.2,14.6,6.5,14.5,11345.96
2017-08-29,0.0,15.1,6.1,15.5,10957.62
2017-08-30,0.0,17.0,5.1,17.0,10549.68
2017-08-31,0.0,15.7,6.9,15.6,10743.94
2017-09-01,0.0,16.1,6.4,16.7,10024.36
2017-09-02,0.0,17.3,4.7,21.7,8955.61
2017-09-03,0.0,13.7,6.7,28.6,8268.98
2017-09-04,0.0,17.9,8.2,21.5,9588.49
2017-09-05,0.0,17.9,7.1,17.9,10057.98
2017-09-06,0.0,18.2,8.4,18.9,9842.17
2017-09-07,0.0,18.4,5.7,20.2,9686.79
2017-09-08,0.0,17.8,9.5,19.6,9439.37
2017-09-09,0.0,18.6,7.4,17.6,9015.68
2017-09-10,0.0,17.7,4.7,18.2,9139.31
2017-09-11,0.0,18.8,5.6,23.5,9317.71
2017-09-12,0.0,12.0,7.3,27.8,8908.86
2017-09-13,0.0,18.5,9.6,33.2,8946.59
2017-09-14,0.6,19.4,11.4,18.7,9672.51
2017-09-15,0.0,19.7,7.3,22.0,8878.27
2017-09-16,0.0,14.2,8.6,22.4,8639.55
2017-09-17,0.0,20.2,5.4,16.7,9047.77
2017-09-18,0.0,20.3,4.8,24.6,9029.78
2017-09-19,0.0,20.4,8.2,23.7,9094.59
2017-09-20,0.0,19.7,8.3,19.3,9142.11
2017-09-21,0.0,21.0,7.6,23.9,8898.21
2017-09-22,0.0,20.7,8.6,29.8,8580.55
2017-09-23,0.0,16.4,9.6,34.0,8159.22
2017-09-24,0.0,15.8,11.8,28.9,8110.66
2017-09-25,0.0,21.1,9.0,26.4,8825.4
2017-09-26,0.0,21.7,6.8,20.5,8986.47
2017-09-27,0.0,18.0,13.4,22.2,8899.63
2017-09-28,0.0,10.1,11.8,25.1,8759.83
2017-09-29,0.0,22.2,9.3,25.5,8333.5
2017-09-30,0.0,14.2,11.1,23.6,7845.68
2017-10-01,0.0,22.9,8.3,22.7,7408.8
2017-10-02,0.0,20.3,8.8,23.5,7801.03
2017-10-03,0.0,16.4,14.0,23.0,8465.99
2017-10-04,0.0,23.2,12.8,21.5,8327.64
2017-10-05,0.0,22.5,14.4,26.0,8670.39
2017-10-06,0.0,13.3,15.3,20.4,8277.09
2017-10-07,0.0,20.7,12.8,19.9,7569.0
2017-10-08,0.0,12.3,10.6,21.3,7970.55
2017-10-09,0.2,22.3,14.6,32.5,8814.51
2017-10-10,0.0,15.4,15.4,22.0,8313.69
2017-10-11,0.0,14.2,18.1,24.2,8513.99
2017-10-12,0.6,23.6,14.4,28.2,8300.81
2017-10-13,0.0,23.2,11.5,24.1,8187.59
2017-10-14,0.0,5.1,16.1,18.3,7637.66
2017-10-15,0.0,12.4,14.6,21.5,7665.76
2017-10-16,0.0,22.2,11.7,23.7,8295.11
2017-10-17,0.0,22.7,14.3,23.6,8368.65
2017-10-18,0.0,22.8,14.7,24.0,8382.24
2017-10-19,0.0,26.1,13.6,26.4,8815.49
2017-10-20,8.6,4.0,14.5,20.0,8576.62
2017-10-21,13.0,24.0,12.2,19.0,7547.57
2017-10-22,0.0,18.0,11.7,21.1,7803.3
2017-10-23,2.2,24.8,10.6,20.6,8189.74
2017-10-24,0.0,26.5,10.5,27.2,8436.11
2017-10-25,0.0,18.3,15.7,30.6,8672.19
2017-10-26,1.4,13.6,14.6,22.6,8444.92
2017-10-27,7.2,17.8,14.8,22.0,8154.56
2017-10-28,0.0,21.7,16.2,27.0,7751.92
2017-10-29,0.0,24.8,17.3,30.5,8399.27
2017-10-30,0.0,24.7,15.5,34.8,9891.81
2017-10-31,0.0,24.4,12.5,19.3,8126.5
2017-11-01,0.0,24.8,12.1,20.4,8165.15
2017-11-02,0.0,23.3,13.4,21.1,8232.65
2017-11-03,0.0,16.5,16.2,29.3,8278.99
2017-11-04,1.4,5.0,14.9,16.8,7566.7
2017-11-05,5.0,7.5,14.3,17.8,7859.97
2017-11-06,6.4,20.3,14.4,24.8,8469.9
2017-11-07,8.0,28.3,11.6,19.3,8204.69
2017-11-08,0.2,22.4,11.2,19.4,8250.19
2017-11-09,0.0,27.3,9.9,22.4,8223.52
2017-11-10,0.0,28.0,11.2,22.8,8041.04
2017-11-11,0.0,24.6,11.6,23.0,7677.87
2017-11-12,0.0,28.1,13.0,22.1,7725.26
2017-11-13,0.0,25.8,14.9,22.2,8473.54
2017-11-14,0.0,26.8,10.9,22.7,8484.36
2017-11-15,0.0,29.2,12.8,24.8,8681.0
2017-11-16,0.0,17.6,14.1,24.8,8636.8
2017-11-17,0.0,16.7,18.6,24.8,8529.03
2017-11-18,0.2,16.0,16.8,23.1,7884.28
2017-11-19,0.6,23.2,14.3,23.9,7804.21
2017-11-20,0.0,19.5,15.6,21.8,8356.95
2017-11-21,0.0,23.6,14.3,22.8,8357.21
2017-11-22,0.0,18.2,15.6,23.8,8453.45
2017-11-23,0.0,29.1,14.6,25.5,8761.81
2017-11-24,0.0,25.1,15.1,29.2,8979.22
2017-11-25,0.0,30.9,15.3,27.1,8318.25
2017-11-26,0.0,22.95,16.7,27.4,8504.38
2017-11-27,0.0,15.0,19.2,26.6,9304.56
2017-11-28,0.0,26.7,17.3,25.4,9502.61
2017-11-29,0.0,22.1,18.8,27.1,9391.43
2017-11-30,0.0,25.6,18.7,27.5,10057.85
2017-12-01,0.0,30.4,19.5,28.7,10228.67
2017-12-02,0.0,9.5,17.9,30.3,8456.47
2017-12-03,11.4,26.0,14.5,28.3,8076.68
2017-12-04,0.8,6.6,15.6,18.5,8430.61
2017-12-05,17.8,16.1,16.3,23.4,8350.61
2017-12-06,2.4,20.5,15.5,24.1,8291.84
2017-12-07,4.2,27.4,13.6,31.3,9369.64
2017-12-08,0.0,22.2,18.4,29.0,8792.1
2017-12-09,2.2,22.3,16.5,24.2,7774.84
2017-12-10,0.0,31.0,14.7,24.9,8213.54
2017-12-11,0.0,31.9,15.5,27.3,9733.99
2017-12-12,0.0,30.6,20.2,26.8,10198.05
2017-12-13,0.0,31.8,17.2,29.3,11283.01
2017-12-14,0.0,27.4,19.5,39.0,12570.96
2017-12-15,0.0,8.9,20.9,25.7,9862.57
2017-12-16,1.0,31.3,21.9,32.8,10588.64
2017-12-17,0.2,16.6,21.1,25.5,9040.6
2017-12-18,0.0,24.5,21.3,30.1,11334.89
2017-12-19,0.0,27.7,20.9,33.7,12986.04
2017-12-20,0.0,19.6,21.4,38.7,12553.45
2017-12-21,1.4,5.2,20.8,22.7,8951.51
2017-12-22,0.4,19.7,18.8,26.8,9157.34
2017-12-23,0.0,32.1,18.0,31.6,9847.97
2017-12-24,0.0,22.8,19.2,39.8,10465.25
2017-12-25,0.0,4.9,18.5,21.4,6795.99
2017-12-26,0.0,4.3,19.0,23.4,7347.55
2017-12-27,0.6,24.3,18.2,26.4,8477.18
2017-12-28,0.0,29.1,16.5,29.1,10034.29
2017-12-29,0.0,25.0,19.1,32.1,10474.45
2017-12-30,3.4,20.5,22.0,34.7,9709.51
2017-12-31,0.2,22.4,21.0,26.4,7995.27
2018-01-01,0.0,31.8,19.5,28.1,8747.49
2018-01-02,0.0,23.0,18.2,27.7,9395.79
2018-01-03,1.2,18.1,19.8,23.5,8235.15
2018-01-04,1.0,19.1,16.3,23.3,8651.08
2018-01-05,0.0,31.9,14.2,28.0,9727.0
2018-01-06,0.0,31.8,17.9,31.0,10660.05
2018-01-07,0.0,28.7,20.1,43.9,12230.57
2018-01-08,0.0,16.0,22.1,35.2,12088.8
2018-01-09,6.2,12.6,20.2,32.0,10903.51
2018-01-10,3.6,10.3,19.1,23.5,8940.55
2018-01-11,0.0,14.6,17.5,24.3,9454.55
2018-01-12,0.0,23.5,19.3,29.2,11333.28
2018-01-13,0.0,20.6,18.4,34.2,9556.87
2018-01-14,0.2,26.9,14.2,23.2,7608.04
2018-01-15,0.2048780487804878,27.5,15.7,24.6,8545.31
2018-01-16,0.2097560975609756,20.4,17.7,22.2,8384.03
2018-01-17,0.2146341463414634,30.9,16.2,23.2,8696.55
2018-01-18,0.2195121951219512,31.0,12.3,29.6,9965.65
2018-01-19,0.224390243902439,30.9,13.9,33.2,10921.92
2018-01-20,0.2292682926829268,30.9,13.4,35.5,9960.26
2018-01-21,0.2341463414634146,30.8,16.9,29.6,10487.65
2018-01-22,0.2390243902439024,24.3,17.9,35.5,12494.58
2018-01-23,0.2439024390243902,6.1,21.3,28.3,10672.4
2018-01-24,0.248780487804878,25.6,20.7,30.8,11587.96
2018-01-25,0.2536585365853658,11.8,21.8,28.9,10583.31
2018-01-26,0.2585365853658536,15.1,23.7,28.3,9993.97
2018-01-27,0.2634146341463415,28.4,24.0,29.6,10388.62
2018-01-28,0.2682926829268293,20.2,23.7,28.6,9973.81
2018-01-29,0.2731707317073171,28.1,22.3,29.5,11527.25
2018-01-30,0.2780487804878049,29.0,19.2,30.4,11869.42
2018-01-31,0.2829268292682927,5.0,17.8,21.4,8592.64
2018-02-01,0.2878048780487805,17.6,16.1,22.9,8208.3
2018-02-02,0.2926829268292683,13.8,15.1,22.8,8244.5
2018-02-03,0.2975609756097561,23.6,16.0,24.0,7576.35
2018-02-04,0.3024390243902439,27.3,15.3,24.0,8059.14
2018-02-05,0.3073170731707317,28.6,14.4,26.5,9391.51
2018-02-06,0.3121951219512195,26.6,17.3,27.5,9596.72
2018-02-07,0.3170731707317073,26.9,17.6,27.5,10034.83
2018-02-08,0.3219512195121951,28.2,16.1,29.5,11230.99
2018-02-09,0.3268292682926829,22.1,19.7,28.3,11118.14
2018-02-10,0.3317073170731707,25.4,20.6,29.8,10453.83
2018-02-11,0.3365853658536585,19.7,20.9,28.1,9112.19
2018-02-12,0.3414634146341463,24.9,19.4,28.2,10824.9
2018-02-13,0.3463414634146341,23.3,21.5,27.8,10929.95
2018-02-14,0.3512195121951219,25.2,21.8,38.5,12846.15
2018-02-15,0.3560975609756097,25.5,21.2,27.6,11025.83
2018-02-16,0.3609756097560975,21.8,16.5,29.7,9997.67
2018-02-17,0.3658536585365853,25.0,20.4,27.8,9406.39
2018-02-18,0.3707317073170731,24.7,19.5,29.5,10494.67
2018-02-19,0.375609756097561,17.2,19.6,27.5,10201.6
2018-02-20,0.3804878048780488,14.1,19.0,22.3,8565.5
2018-02-21,0.3853658536585366,14.0,17.1,24.3,8796.22
2018-02-22,0.3902439024390244,18.1,17.0,25.9,9103.25
2018-02-23,0.3951219512195122,20.4,16.0,27.7,9969.74
